# VELOCITY:     AVE_POFV:        ERROR:
         7.6           0           0
     7.86667           0           0
    0.133333   0.0166223  0.00210569
         0.4   0.0722074  0.00400677
    0.666667     0.18661   0.0064056
    0.933333    0.292376   0.0093264
         1.2    0.397632   0.0105487
     1.46667    0.496406   0.0113306
     1.73333    0.481546   0.0102465
           2    0.426012   0.0085473
     2.26667    0.371498  0.00880031
     2.53333    0.340126    0.020712
         2.8     0.26516  0.00945508
     3.06667    0.182665  0.00797376
     3.33333    0.102419  0.00605338
         3.6   0.0692561  0.00437859
     3.86667   0.0279662  0.00269853
     4.13333   0.0115248  0.00199359
         4.4  0.00773862   0.0013238
     4.66667  0.00091977 0.000279403
     4.93333 0.000794178 0.000401446
         5.2 0.000369385 0.000205254
     5.46667 9.23463e-05 9.18538e-05
     5.73333 5.91017e-05 5.87864e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0164474  0.00209078
         0.4   0.0718458  0.00398088
    0.666667    0.187003  0.00635022
    0.933333    0.293633  0.00931257
         1.2    0.397873   0.0104404
     1.46667    0.495252   0.0112699
     1.73333    0.479923   0.0102662
           2    0.427357  0.00856255
     2.26667    0.372145  0.00873144
     2.53333    0.339755   0.0204973
         2.8    0.265464  0.00936046
     3.06667    0.181553   0.0079669
     3.33333    0.103494  0.00608431
         3.6   0.0693092  0.00433283
     3.86667   0.0276718  0.00268614
     4.13333   0.0114035   0.0019763
         4.4  0.00765716  0.00131237
     4.66667 0.000910088  0.00027663
     4.93333 0.000785819 0.000397308
         5.2 0.000365497  0.00020313
     5.46667 9.13743e-05 9.08921e-05
     5.73333 5.84795e-05 5.81709e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333    0.016276  0.00207601
         0.4   0.0713252   0.0039733
    0.666667    0.187287  0.00629041
    0.933333    0.293649  0.00921558
         1.2    0.398774   0.0103704
     1.46667    0.495689    0.011161
     1.73333    0.479568   0.0101654
           2    0.426215   0.0085492
     2.26667    0.373904  0.00881581
     2.53333    0.338849   0.0203038
         2.8    0.265661  0.00926503
     3.06667    0.180946  0.00790702
     3.33333    0.104185     0.00606
         3.6   0.0691985  0.00428911
     3.86667   0.0274233  0.00266962
     4.13333   0.0112847  0.00195928
         4.4   0.0075774  0.00130112
     4.66667 0.000900608 0.000273911
     4.93333 0.000777633 0.000393253
         5.2  0.00036169  0.00020105
     5.46667 9.04225e-05 8.99503e-05
     5.73333 5.78704e-05 5.75682e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0161082  0.00206137
         0.4   0.0706329   0.0039922
    0.666667    0.186766  0.00624705
    0.933333     0.29452  0.00916163
         1.2    0.399438   0.0102847
     1.46667    0.496331   0.0110644
     1.73333    0.478909    0.010082
           2    0.426962  0.00849358
     2.26667     0.37457  0.00875008
     2.53333    0.338023   0.0201113
         2.8    0.265851  0.00917145
     3.06667    0.180495  0.00783838
     3.33333    0.104374  0.00600049
         3.6   0.0690471  0.00424756
     3.86667   0.0271406  0.00265703
     4.13333   0.0111684  0.00194253
         4.4  0.00749928  0.00129005
     4.66667 0.000891323 0.000271244
     4.93333 0.000769616 0.000389281
         5.2 0.000357961 0.000199012
     5.46667 8.94903e-05 8.90278e-05
     5.73333 5.72738e-05 5.69778e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0159439  0.00204688
         0.4    0.070316  0.00396402
    0.666667    0.185803  0.00625714
    0.933333    0.295723   0.0091469
         1.2    0.400496   0.0102341
     1.46667    0.496801   0.0109614
     1.73333    0.478295  0.00999778
           2    0.427083  0.00840778
     2.26667    0.375868  0.00875648
     2.53333    0.336798   0.0199433
         2.8    0.265873  0.00907789
     3.06667     0.18001  0.00777337
     3.33333    0.104649  0.00594552
         3.6   0.0688563   0.0042085
     3.86667   0.0268637  0.00264431
     4.13333   0.0110544  0.00192605
         4.4  0.00742276  0.00127915
     4.66667 0.000882228 0.000268629
     4.93333 0.000761763 0.000385388
         5.2 0.000354308 0.000197015
     5.46667 8.85771e-05  8.8124e-05
     5.73333 5.66893e-05 5.63994e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333   0.0157828  0.00203253
         0.4   0.0698758  0.00394835
    0.666667    0.185648  0.00619585
    0.933333    0.296233   0.0090687
         1.2    0.401217   0.0101561
     1.46667    0.496945   0.0108517
     1.73333    0.478581  0.00990088
           2    0.427585   0.0083378
     2.26667    0.375908  0.00866812
     2.53333    0.336497   0.0197441
         2.8    0.265387  0.00899922
     3.06667    0.179889  0.00769579
     3.33333    0.104935  0.00589235
         3.6   0.0685115  0.00418009
     3.86667   0.0265923  0.00263149
     4.13333   0.0109428  0.00190983
         4.4  0.00734778  0.00126843
     4.66667 0.000873316 0.000266063
     4.93333 0.000754068 0.000381572
         5.2  0.00035073 0.000195057
     5.46667 8.76824e-05 8.72384e-05
     5.73333 5.61167e-05 5.58326e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
    0.133333    0.015625  0.00201833
         0.4   0.0696771  0.00391386
    0.666667     0.18549  0.00613592
    0.933333    0.296688  0.00898938
         1.2    0.401976   0.0100828
     1.46667    0.496927   0.0107432
     1.73333    0.479219  0.00982239
           2    0.427986  0.00826407
     2.26667    0.375007  0.00862819
     2.53333    0.336493   0.0195467
         2.8    0.265552  0.00891075
     3.06667    0.179514  0.00762798
     3.33333    0.105139  0.00583696
         3.6   0.0681736  0.00415192
     3.86667   0.0263264  0.00261857
     4.13333   0.0108333  0.00189386
         4.4  0.00727431  0.00125787
     4.66667 0.000864583 0.000263546
     4.93333 0.000746528 0.000377831
         5.2 0.000347222 0.000193138
     5.46667 8.68056e-05 8.63704e-05
     5.73333 5.55556e-05 5.52771e-05
           6           0           0
     6.26667           0           0
     6.53333           0           0
         6.8           0           0
     7.06667           0           0
     7.33333           0           0
         7.6           0           0
     7.86667           0           0
